Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
 онпазенВ; яартсо ;Внезапно ; острая ; ; боль пронзила ногу ― так,;Вадим Громов. Компромат для олигарха (2000);Вадим Громов;;Компромат для олигарха;2000;художественная;роман;_;;;книга;омонимия не снята;Внезапно острая боль пронзила ногу ― так, как будто она попала между двумя гигантскими жерновами. [Вадим Громов. Компромат для олигарха (2000)] [омонимия не снята]
 и ынерис йов ,мыд ,ьного; юуртсо ;огонь, дым, вой сирены и ; острую ; ; боль в ушах.;Вадим Громов. Компромат для олигарха (2000);Вадим Громов;;Компромат для олигарха;2000;художественная;роман;_;;;книга;омонимия не снята;"Он помнил только грохот, конвульсирующее тело шофера, изо рта которого била кровь; бисер стеклянных осколков на пальто, огонь, дым, вой сирены и острую боль в ушах. [Вадим Громов. Компромат для олигарха (2000)] [омонимия не снята]"
 еокат олкинзов гурдВ; еортсо ;Вдруг возникло такое ; острое ; ; желание ― все разрубить, разом…;Вера Белоусова. Жил на свете рыцарь бедный (2000);Вера Белоусова;1958;Жил на свете рыцарь бедный;2000;художественная;роман;_;;;книга;омонимия не снята;Вдруг возникло такое острое желание ― все разрубить, разом… [Вера Белоусова. Жил на свете рыцарь бедный (2000)] [омонимия не снята]
 алавытыпси я ,арозивелет омим ядохорп; еортсо ;проходя мимо телевизора, я испытывала ; острое ; ; желание пнуть ногой тумбочку, на;Вера Белоусова. По субботам не стреляю (2000);Вера Белоусова;1958;По субботам не стреляю;2000;художественная;повесть;_;;;книга;омонимия не снята;Каждый раз, проходя мимо телевизора, я испытывала острое желание пнуть ногой тумбочку, на которой он стоял. [Вера Белоусова. По субботам не стреляю (2000)] [омонимия не снята]
 он ,игон ан ясьтяндоп яслатыпоп; яартсо ;попытался подняться на ноги, но ; острая ; ; боль в плече несколько охладила;Виктор Доценко. Тридцатого уничтожить! (2000);Виктор Доценко;1946;Тридцатого уничтожить!;2000;художественная;роман;_;;;книга;омонимия не снята;Поняв, что никого, кроме них с Савелием, не осталось в живых, Воронов попытался подняться на ноги, но острая боль в плече несколько охладила его пыл. [Виктор Доценко. Тридцатого уничтожить! (2000)] [омонимия не снята]
.очелп еовел в ьсишвизнов ,личоксто; яартсО ;отскочил, вонзившись в левое плечо.; Острая ; ; боль заставила Савелия чуть склониться;Виктор Доценко. Тридцатого уничтожить! (2000);Виктор Доценко;1946;Тридцатого уничтожить!;2000;художественная;роман;_;;;книга;омонимия не снята;отскочил, вонзившись в левое плечо. Острая боль заставила Савелия чуть склониться вперед, словно в поклоне перед соперником, и тот поверил в то, что серьезно ранил Савелия. [Виктор Доценко. Тридцатого уничтожить! (2000)] [омонимия не снята]
 путсирп а ,алавзыв ано гупси; огортсо ;испуг она вызвала, а приступ ; острого ; ; желания, словно подстегнутого опасностью.;Виктор Мясников. Водка (2000);Виктор Мясников;1956;Водка;2000;художественная;роман;_;;;книга;омонимия не снята;Потому что вовсе не испуг она вызвала, а приступ острого желания, словно подстегнутого опасностью. [Виктор Мясников. Водка (2000)] [омонимия не снята]
.лащебо как ,ыбуз в угелО; яартсО ;Олегу в зубы, как обещал.; Острая ; ; боль, онемевшие губы и соленый;Виктор Мясников. Водка (2000);Виктор Мясников;1956;Водка;2000;художественная;роман;_;;;книга;омонимия не снята;Олегу в зубы, как обещал. Острая боль, онемевшие губы и соленый вкус во рту. [Виктор Мясников. Водка (2000)] [омонимия не снята]
 с ,яянис ,яаннелворксебО; йортсо ;Обескровленная, синяя, с ; острой ; ; болью в крестце, она писала;Галина Щербакова. Восхождение на холм царя Соломона с коляской и велосипедом (2000);Галина Щербакова;1932;Восхождение на холм царя Соломона с коляской и велосипедом;2000;художественная;роман;_;;;книга;омонимия не снята;Обескровленная, синяя, с острой болью в крестце, она писала про то, что в жизни всегда есть место подвигу. [Галина Щербакова. Восхождение на холм царя Соломона с коляской и велосипедом (2000)] [омонимия не снята]
 тен мен в и ,оназявирп; йортсо ;привязано, и в нем нет ; острой ; ; боли насаживания.;Галина Щербакова. Моление о Еве (2000);Галина Щербакова;1932;Моление о Еве;2000;художественная;роман;_;;;книга;омонимия не снята;Их естество вольно, оно не привязано, и в нем нет острой боли насаживания. [Галина Щербакова. Моление о Еве (2000)] [омонимия не снята]
 ебес в аливадоп и коруко; еортсо ;окурок и подавила в себе ; острое ; ; желание немедленно зажечь третью сигарету.;Марианна Баконина. Девять граммов пластита (2000);Марианна Баконина;1964;Девять граммов пластита;2000;художественная;роман;_;;;книга;омонимия не снята;Лизавета затолкала в стаканчик второй окурок и подавила в себе острое желание немедленно зажечь третью сигарету. [Марианна Баконина. Девять граммов пластита (2000)] [омонимия не снята]
 ,кюриБ И; ортсо ;И Бирюк, ; остро ; ; жалея, что его не слышит;Ольга Некрасова. Платит последний (2000);Ольга Некрасова;1956;Платит последний;2000;художественная;роман;_;;;книга;омонимия не снята;И Бирюк, остро жалея, что его не слышит задержавшийся у Вице-мэра Ивашников, объявил: « Блатная народная песня « Гоп- стоп». [Ольга Некрасова. Платит последний (2000)] [омонимия не снята]
 ,алпилирп ,мен ан алсивоп яидиЛ; ортсо ;Лидия повисла на нем, прилипла, ; остро ; ; жалея, что они одеты, икрами она;Ольга Некрасова. Платит последний (2000);Ольга Некрасова;1956;Платит последний;2000;художественная;роман;_;;;книга;омонимия не снята;Лидия повисла на нем, прилипла, остро жалея, что они одеты, икрами она ощущала, как ходят, напрягаются крепкие Колькины ягодицы, еще, ну!  [Ольга Некрасова. Платит последний (2000)] [омонимия не снята]
 ,яидиЛ алунхо; ортсо ;охнула Лидия, ; остро ; ; жалея Ивашникова за то, что;Ольга Некрасова. Платит последний (2000);Ольга Некрасова;1956;Платит последний;2000;художественная;роман;_;;;книга;омонимия не снята;охнула Лидия, остро жалея Ивашникова за то, что он прожил столько лет с этой чужой ему женщиной. [Ольга Некрасова. Платит последний (2000)] [омонимия не снята]
 ьсолялвяоп еен у инемерв то; еортсо ;от времени у нее появлялось ; острое ; ; желание уйти.;Татьяна Моспан. Подиум (2000);Татьяна Моспан;;Подиум;2000;художественная;роман;_;;;книга;омонимия не снята;Время от времени у нее появлялось острое желание уйти. [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
 еокат олизнорп гурдв ее и; еортсо ;и ее вдруг пронзило такое ; острое ; ; желание, что она даже тихо;Светлана Василенко. Звонкое имя (1997-2000);Светлана Василенко;1956;Звонкое имя;1997-2000;художественная;рассказ;_;;;книга;омонимия не снята;Саша что-то сказал, и она не расслышала, и переспросила, и напряженно смотрела на его губы, пытаясь сосредоточиться, и губы его пошевелились, что-то опять проговорили, и ее вдруг пронзило такое острое желание, что она даже тихо вскрикнула, а Саша ничего не заметил, его губы раздраженно скривились на ее непонятную глухоту, и проговорил что-то в третий раз, и Натка поняла, что спрашивает он о харчо [Светлана Василенко. Звонкое имя (1997-2000)] [омонимия не снята]
 то лункирксв и удохыв к; йортсо ;к выходу и вскрикнул от ; острой ; ; боли: ;Борис Васильев. Дом, который построил Дед (1990-2000);Борис Васильев;1924;Дом, который построил Дед;1990-2000;художественная;роман;_;;;книга;омонимия не снята;Решительно шагнул к выходу и вскрикнул от острой боли:  [Борис Васильев. Дом, который построил Дед (1990-2000)] [омонимия не снята]
 :ыничжум у аДИПС ымотпмис еывреП; яартсо ;Первые симптомы СПИДа у мужчины: ; острая ; ; боль в заднице и горячее;Коллекция анекдотов: сексопатологи (1970-2000);;;Коллекция анекдотов: сексопатологи;1970-2000;художественная;анекдот;_;;;электронный текст;омонимия не снята;Первые симптомы СПИДа у мужчины: острая боль в заднице и горячее дыхание в затылок. [Коллекция анекдотов: сексопатологи (1970-2000)] [омонимия не снята]
 удовоп оп ектнеицап к илавзыв; хыртсо ;вызвали к пациентке по поводу ; острых ; ; болей.;Коллекция анекдотов: хирурги (1970-2000);;;Коллекция анекдотов: хирурги;1970-2000;художественная;анекдот;_;;;электронный текст;омонимия не снята;Врача вызвали к пациентке по поводу острых болей. [Коллекция анекдотов: хирурги (1970-2000)] [омонимия не снята]
 юумас ― ЫНОРОТС ЙОГУРД С; юуртсо ;С ДРУГОЙ СТОРОНЫ ― самую ; острую ; ; боль вызывает то многое, что;А. И. Осипов. Россия сегодня и славянофилы // Русский Дом, 1999;А. И. Осипов;1938;Россия сегодня и славянофилы;1999;нехудожественная, публицистика;статья;религия;Русский Дом;1999;журнал;омонимия не снята;С ДРУГОЙ СТОРОНЫ ― самую острую боль вызывает то многое, что совершается в России по отношению к России. [А. И. Осипов. Россия сегодня и славянофилы // Русский Дом, 1999] [омонимия не снята]
 лавовтсвучоп я ― ьсолунревереп есв; еортсо ;все перевернулось ― я почувствовал ; острое ; ; желание бросить работу и уехать.;Алексей Варламов. Ночь славянских фильмов // «Новый Мир», 1999;Алексей Варламов;1963;Ночь славянских фильмов;1999;художественная;рассказ;_;«Новый Мир»;1999;журнал;омонимия не снята;Но теперь во мне все перевернулось ― я почувствовал острое желание бросить работу и уехать. [Алексей Варламов. Ночь славянских фильмов // «Новый Мир», 1999] [омонимия не снята]
 ьтишутирп ,ьтивабу актыпоп как а; юуртсо ;а как попытка убавить, притушить ; острую ; ; боль.;Анатолий Приставкин. Долина смертной тени // «Дружба народов», 1999.09.15;Анатолий Приставкин;1931;Долина смертной тени;1999;публицистика, художественная;роман;криминал;«Дружба народов»;1999.09.15;журнал;омонимия не снята;Эта моя странная книга возникла не как запланированный и обусловленный материалом замысел, а как попытка убавить, притушить острую боль. [Анатолий Приставкин. Долина смертной тени // «Дружба народов», 1999.09.15] [омонимия не снята]
 лавовтсвучоп йиксратаТ; еортсо ;Татарский почувствовал ; острое ; ; желание сказать шефу что-нибудь приятное.;Виктор Пелевин. Generation «П» (1999);Виктор Пелевин;1962;Generation «П»;1999;художественная;роман;_;;;книга;омонимия не снята;Татарский почувствовал острое желание сказать шефу что-нибудь приятное. [Виктор Пелевин. Generation «П» (1999)] [омонимия не снята]
 лавовтсвучоп как ,ясьтинмопо лепсу ен; юуртсо ;не успел опомниться, как почувствовал ; острую ; ; боль.;Владимир Шахиджанян. 1001 вопрос про ЭТО (№№ 501-1001) (1999);Владимир Шахиджанян;1940;1001 вопрос про ЭТО (№№ 501-1001);1999;нехудожественная, учебно-научная;учебное пособие;здоровье и медицина;;;книга;омонимия не снята;Но не успел опомниться, как почувствовал острую боль. [Владимир Шахиджанян. 1001 вопрос про ЭТО (№№ 501-1001) (1999)] [омонимия не снята]
 :ыничжум у аДИПС ымотпмис еывреП; яартсо ;Первые симптомы СПИДа у мужчины: ; острая ; ; боль в заднице и горячее;Владимир Шахиджанян. 1001 вопрос про ЭТО (№№ 501-1001) (1999);Владимир Шахиджанян;1940;1001 вопрос про ЭТО (№№ 501-1001);1999;нехудожественная, учебно-научная;учебное пособие;здоровье и медицина;;;книга;омонимия не снята;Первые симптомы СПИДа у мужчины: острая боль в заднице и горячее дыхание в затылок. [Владимир Шахиджанян. 1001 вопрос про ЭТО (№№ 501-1001) (1999)] [омонимия не снята]
 теакинзов ажум у отч ,теавыБ; еортсо ;Бывает, что у мужа возникает ; острое ; ; желание близости во время менструации.;Владимир Шахиджанян. 1001 вопрос про ЭТО (№№ 501-1001) (1999);Владимир Шахиджанян;1940;1001 вопрос про ЭТО (№№ 501-1001);1999;нехудожественная, учебно-научная;учебное пособие;здоровье и медицина;;;книга;омонимия не снята;Бывает, что у мужа возникает острое желание близости во время менструации. [Владимир Шахиджанян. 1001 вопрос про ЭТО (№№ 501-1001) (1999)] [омонимия не снята]
 угзом оге в ьсолсенорп; йортсо ;пронеслось в его мозгу ; острой ; ; болью.;Дмитрий Липскеров. Последний сон разума (1999);Дмитрий Липскеров;1964;Последний сон разума;1999;художественная;роман;_;;;книга;омонимия не снята;пронеслось в его мозгу острой болью. [Дмитрий Липскеров. Последний сон разума (1999)] [омонимия не снята]
 литущо я гурдв И; юуртсо ;И вдруг я ощутил ; острую ; ; боль в нижнем ребре, такую,;Евгений Евтушенко. «Волчий паспорт» (1999);Евгений Евтушенко;1933;«Волчий паспорт»;1999;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;И вдруг я ощутил острую боль в нижнем ребре, такую, что меня всего скрючило. [Евгений Евтушенко. «Волчий паспорт» (1999)] [омонимия не снята]
 ан огоннечюлказ огентел -12 хаболаж; юуртсо ;жалобах 21- летнего заключенного на ; острую ; ; боль в желудке.;И. Климовская. О желудке // «Здоровье», 1999.03.15;И. Климовская;;О желудке;1999;нехудожественная, публицистика;статья;здоровье и медицина;«Здоровье»;1999.03.15;журнал;омонимия не снята;Очередную попытку к побегу углядели надзиратели одной из бразильских тюрем в жалобах 21- летнего заключенного на острую боль в желудке. [И. Климовская. О желудке // «Здоровье», 1999.03.15] [омонимия не снята]
 ― яиназакоповиторп еыннелсичогонмеН; яартсо ;Немногочисленные противопоказания ― ; острая ; ; боль в спине, гипертоническая болезнь.;И. Покровская. 9 упражнений для усталой спины // «Здоровье», 1999.03.15;И. Покровская;;9 упражнений для усталой спины;1999;нехудожественная, публицистика;статья;здоровье и медицина;«Здоровье»;1999.03.15;журнал;омонимия не снята;Немногочисленные противопоказания ― острая боль в спине, гипертоническая болезнь. [И. Покровская. 9 упражнений для усталой спины // «Здоровье», 1999.03.15] [омонимия не снята]
 с ыб отдуб как ,ытобар; йортсо ;работы, как будто бы с ; острой ; ; болью к зубному врачу, ―;Марина Вишневецкая. Есть ли кофе после смерти? (1999);Марина Вишневецкая;1955;Есть ли кофе после смерти?;1999;художественная;повесть;_;;;книга;омонимия не снята;и она поплелась в этой черной метели в туалет и немного поплакала там, а потом, отпросившись с работы, как будто бы с острой болью к зубному врачу, ― наревелась уже от души на задней площадке трамвая. [Марина Вишневецкая. Есть ли кофе после смерти? (1999)] [омонимия не снята]
 тевозыв огок у олам )»вонивтиЛ; еортсо ;Литвинов») мало у кого вызовет ; острое ; ; желание близкого знакомства.;Олег Дивов. Выбраковка (1999);Олег Дивов;1968;Выбраковка;1999;художественная;роман;_;;;книга;омонимия не снята;И Председатель Верховного Совета, по совместительству премьер-министр Литвиненко (« Литвинов») мало у кого вызовет острое желание близкого знакомства. [Олег Дивов. Выбраковка (1999)] [омонимия не снята]
 онволс еинелтачепв теавытыпси ьлетирз уллепак; йортсо ;капеллу зритель испытывает впечатление словно ; острой ; ; боли, какого-то необъяснимого сковывающего чувства;С. А. Еремеева. Лекции по истории искусства (1999);С. А. Еремеева;;Лекции по истории искусства;1999;нехудожественная, учебно-научная;лекция, цикл;искусствоведение, наука и технологии;;;электронный текст;омонимия не снята;При входе в капеллу зритель испытывает впечатление словно острой боли, какого-то необъяснимого сковывающего чувства печали, которое, как атмосфера, разлито во всей капелле. [С. А. Еремеева. Лекции по истории искусства (1999)] [омонимия не снята]
 то вакалпаз ен авде ,агьлО; йортсо ;Ольга, едва не заплакав от ; острой ; ; боли, вернула руки на место.;Сергей Таранов. Мстители (1999);Сергей Таранов;1948;Мстители;1999;художественная;роман;_;;;книга;омонимия не снята;В конце концов, упираясь в батарею предплечьями, Ольга, едва не заплакав от острой боли, вернула руки на место. [Сергей Таранов. Мстители (1999)] [омонимия не снята]
 ьсолялвяоп ,ледив хи адгок ,ежот; еортсо ;тоже, когда их видел, появлялось ; острое ; ; желание удрать куда-нибудь подальше.;Юрий Сенкевич. Путешествие длиною в жизнь (1999);Юрий Сенкевич;1937;Путешествие длиною в жизнь;1999;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;У меня тоже, когда их видел, появлялось острое желание удрать куда-нибудь подальше. [Юрий Сенкевич. Путешествие длиною в жизнь (1999)] [омонимия не снята]
 с аламудоп ано ещЕ; йортсо ;Еще она подумала с ; острой ; ; болью в душе, что Иван;Ольга Славникова. Стрекоза, увеличенная до размеров собаки (1995-1999);Ольга Славникова;1957;Стрекоза, увеличенная до размеров собаки;1995-1999;художественная;роман;_;;;книга;омонимия не снята;Еще она подумала с острой болью в душе, что Иван только тогда принадлежал бы ей целиком, если бы не мог заниматься этим вообще ни с кем. [Ольга Славникова. Стрекоза, увеличенная до размеров собаки (1995-1999)] [омонимия не снята]
 лавовтсвучоп чивонавИ ртеП; еортсо ;Петр Иванович почувствовал ; острое ; ; желание слегонца заехать жиду в;Сергей Каледин. Записки гробокопателя (1987-1999);Сергей Каледин;1949;Записки гробокопателя;1987-1999;художественная;повесть, цикл;_;;;книга;омонимия не снята;Петр Иванович почувствовал острое желание слегонца заехать жиду в волосатое ухо. [Сергей Каледин. Записки гробокопателя (1987-1999)] [омонимия не снята]
 в и ивбюл гим В; йортсо ;В миг любви и в ; острой ; ;" боли,  	 Не желая";Александр Генис. Довлатов и окрестности (1998);Александр Генис;1953;Довлатов и окрестности;1998;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;"На свободе и в неволе,  	 У реки, в саду и в поле,  	 В миг любви и в острой боли,  	 Не желая лучшей доли,  	 Прирастаем мы к « Спидоле». [Александр Генис. Довлатов и окрестности (1998)] [омонимия не снята]"
 тюавызыв ,исо гурков юьтсик еинелевеш; юуртсо ;шевеление кистью вокруг оси, вызывают ; острую ; ; боль.;Алексей Козлов. Козел на саксе (1998);Алексей Козлов;1935;Козел на саксе;1998;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;Я стал осторожно шевелить рукой и обнаружил, что некоторые движения совершенно безболезненны, зато другие, например такие, как шевеление кистью вокруг оси, вызывают острую боль. [Алексей Козлов. Козел на саксе (1998)] [омонимия не снята]
 ьтичелаз ыботч ,олатавх ен енм; юуртсо ;мне не хватало, чтобы залечить ; острую ; ; боль в сердце.;Г. С. Померанц. Записки гадкого утёнка (1998);Г. С. Померанц;1918;Записки гадкого утёнка;1998;нехудожественная, публицистика;мемуары;политика и общественная жизнь;;;книга;омонимия не снята;Этого лекарства мне не хватало, чтобы залечить острую боль в сердце. [Г. С. Померанц. Записки гадкого утёнка (1998)] [омонимия не снята]
.гон уджем илсенан енм раду; яартсО ;удар мне нанесли между ног.; Острая ; ; боль, как молния.;Иржи Грошек. Легкий завтрак в тени некрополя (1998);Иржи Грошек;1958;Легкий завтрак в тени некрополя;1998;художественная;роман;_;;;книга;омонимия не снята;удар мне нанесли между ног. Острая боль, как молния. [Иржи Грошек. Легкий завтрак в тени некрополя (1998)] [омонимия не снята]
« ― отсорп илавз ее; яартсО ;ее звали просто ― «; Острая ; ; боль».;Иржи Грошек. Легкий завтрак в тени некрополя (1998);Иржи Грошек;1958;Легкий завтрак в тени некрополя;1998;художественная;роман;_;;;книга;омонимия не снята;В тот момент ее звали просто ― «Острая боль». [Иржи Грошек. Легкий завтрак в тени некрополя (1998)] [омонимия не снята]
 алавовтсвучоп онпазенВ; юуртсо ;Внезапно почувствовала ; острую ; ; боль в сердце.;Иржи Грошек. Легкий завтрак в тени некрополя (1998);Иржи Грошек;1958;Легкий завтрак в тени некрополя;1998;художественная;роман;_;;;книга;омонимия не снята;Внезапно почувствовала острую боль в сердце. [Иржи Грошек. Легкий завтрак в тени некрополя (1998)] [омонимия не снята]
 и ьчерог отсорп ьсалатсо ,ьсаличутелу; еортсо ;улетучилась, осталась просто горечь и ; острое ; ; желание все исправить.;Олег Дивов. Молодые и сильные выживут (1998);Олег Дивов;1968;Молодые и сильные выживут;1998;художественная;роман;_;;;книга;омонимия не снята;Раздиравшая душу обида куда-то улетучилась, осталась просто горечь и острое желание все исправить. [Олег Дивов. Молодые и сильные выживут (1998)] [омонимия не снята]
 яакат огечто ,олшозиорп отч ,ляноп; яартсо ;понял, что произошло, отчего такая ; острая ; ; боль.;Андрей Битов. Азарт, или Неизбежность ненаписанного (1997-1998);Андрей Битов;1937;Азарт, или Неизбежность ненаписанного;1997-1998;художественная;рассказ;_;;;книга;омонимия не снята;Чизмаджев так и не понял, что произошло, отчего такая острая боль. [Андрей Битов. Азарт, или Неизбежность ненаписанного (1997-1998)] [омонимия не снята]
 ятчу он ,убьдус юуксникшуп витсупу; еортсо ;упустив пушкинскую судьбу, но учтя ; острое ; ; желание публики превратить великого человека;Владимир Соловьев. Три еврея, или Утешение в слезах. Роман с эпиграфами (1975-1998);Владимир Соловьев;1942;Три еврея, или Утешение в слезах. Роман с эпиграфами;1975-1998;художественная;роман;_;;;книга;омонимия не снята;А « Пришибеев», упустив пушкинскую судьбу, но учтя острое желание публики превратить великого человека в маленький домашний идол, отчужденную форму пушкинского самоубийства истолковал в плане политического убийства, от которого, мол, и мы не застрахованы. [Владимир Соловьев. Три еврея, или Утешение в слезах. Роман с эпиграфами (1975-1998)] [омонимия не снята]
 лавытыпси тнемом йывреп в отк; еортсо ;кто в первый момент испытывал ; острое ; ; желание его убить.;Александра Маринина. Мужские игры (1997);Александра Маринина;1957;Мужские игры;1997;художественная;роман;_;;;книга;омонимия не снята;Приятное лицо, открытая улыбка и стройная фигура работника милиции располагали к нему даже тех, кто в первый момент испытывал острое желание его убить. [Александра Маринина. Мужские игры (1997)] [омонимия не снята]
 йомас к ежаД; йортсо ;Даже к самой ; острой ; ; боли можно привыкнуть, это Настя;Александра Маринина. Мужские игры (1997);Александра Маринина;1957;Мужские игры;1997;художественная;роман;_;;;книга;омонимия не снята;Даже к самой острой боли можно привыкнуть, это Настя Каменская знала точно. [Александра Маринина. Мужские игры (1997)] [омонимия не снята]
 хин то долох йыншартС; йортсо ;Страшный холод от них ; острой ; ; болью сковал плечи, ледяная волна;В. Колышкин. Тайна сэра Моррисона // «Вокруг света», 1997;В. Колышкин;;Тайна сэра Моррисона;1997;художественная;рассказ;_;«Вокруг света»;1997;журнал;омонимия не снята;Страшный холод от них острой болью сковал плечи, ледяная волна пошла вниз по телу. [В. Колышкин. Тайна сэра Моррисона // «Вокруг света», 1997] [омонимия не снята]
 то лачирк нО; йортсо ;Он кричал от ; острой ; ; боли в животе.;Валерий Панюшкин. Врачи без границ // «Столица», 1997.02.17;Валерий Панюшкин;1969;Врачи без границ;1997;нехудожественная, публицистика;статья;политика и общественная жизнь;«Столица»;1997.02.17;журнал;омонимия не снята;Он кричал от острой боли в животе. [Валерий Панюшкин. Врачи без границ // «Столица», 1997.02.17] [омонимия не снята]
 огокат еен у олыб ен; огортсо ;не было у нее такого ; острого ; ; желания кинуться на мужскую грудь;Галина Щербакова. Армия любовников (1997);Галина Щербакова;1932;Армия любовников;1997;художественная;роман;_;;;книга;омонимия не снята;Никогда в жизни, никогда не было у нее такого острого желания кинуться на мужскую грудь и пусть даже разбиться. [Галина Щербакова. Армия любовников (1997)] [омонимия не снята]
 с ьсолачан ежот адгот оно; огортсо ;оно тогда тоже началось с ; острого ; ; желания, только у другого человека,;Галина Щербакова. Армия любовников (1997);Галина Щербакова;1932;Армия любовников;1997;художественная;роман;_;;;книга;омонимия не снята;Как то насилие, что было в ее жизни, оно тогда тоже началось с острого желания, только у другого человека, и он счел себя вправе поступить так, как хотело его желание. [Галина Щербакова. Армия любовников (1997)] [омонимия не снята]
 литущо и ,илетсоп ее хапаз; еортсо ;запах ее постели, и ощутил ; острое ; ; желание оказаться в ней.;Галина Щербакова. Армия любовников (1997);Галина Щербакова;1932;Армия любовников;1997;художественная;роман;_;;;книга;омонимия не снята;Он обхватил Веру Николаевну, вспоминая подробности ее географии, корвет под потолком, запах ее постели, и ощутил острое желание оказаться в ней. [Галина Щербакова. Армия любовников (1997)] [омонимия не снята]
 олыб ещбооВ; еортсо ;Вообще было ; острое ; ; желание плакать, и оттого, что;Галина Щербакова. Реалисты и жлобы (1997);Галина Щербакова;1932;Реалисты и жлобы;1997;художественная;роман;_;;;книга;омонимия не снята;Вообще было острое желание плакать, и оттого, что он сдерживался, что-то в нем противно булькало и хлюпало. [Галина Щербакова. Реалисты и жлобы (1997)] [омонимия не снята]
 оличум огЕ; еортсо ;Его мучило ; острое ; ; желание плюнуть на мостовую.;Елена Хаецкая. Хальдор из светлого города (1997);Елена Хаецкая;1963;Хальдор из светлого города;1997;художественная;повесть;_;;;книга;омонимия не снята;Его мучило острое желание плюнуть на мостовую. [Елена Хаецкая. Хальдор из светлого города (1997)] [омонимия не снята]
 литущо родьлаХ и ,мовтстыпобюл мывилшемсан; еортсо ;насмешливым любопытством, и Хальдор ощутил ; острое ; ; желание спрятать голову в песок.;Елена Хаецкая. Хальдор из светлого города (1997);Елена Хаецкая;1963;Хальдор из светлого города;1997;художественная;повесть;_;;;книга;омонимия не снята;Веселые Стражники поглядывали на странную парочку с насмешливым любопытством, и Хальдор ощутил острое желание спрятать голову в песок. [Елена Хаецкая. Хальдор из светлого города (1997)] [омонимия не снята]
 то яслунчо нО; йортсо ;Он очнулся от ; острой ; ; боли в переносице.;М. Борисов. Были-небыли: В общем-то буря пустяк… // «Вокруг света», 1997;М. Борисов;;Были-небыли: В общем-то буря пустяк…;1997;художественная;рассказ;_;«Вокруг света»;1997;журнал;омонимия не снята;Он очнулся от острой боли в переносице. [М. Борисов. Были-небыли: В общем-то буря пустяк… // «Вокруг света», 1997] [омонимия не снята]
 лавовтсвучоп но ― ,аквыр ылис; юуртсо ;силы рывка, ― он почувствовал ; острую ; ; боль сзади, справа, в предплечье,;Марина Вишневецкая. Вышел месяц из тумана (1997);Марина Вишневецкая;1955;Вышел месяц из тумана;1997;художественная;повесть, рассказ;_;;;книга;омонимия не снята;но чего-то не рассчитав: траектории, силы рывка, ― он почувствовал острую боль сзади, справа, в предплечье, чертыхнулся и сел, группа мышц от плеча до лопатки ныла тупо, не отпуская, ― это Нина без Тарадая прожила бы другую жизнь, в чем-то, может быть, совершенно другую. [Марина Вишневецкая. Вышел месяц из тумана (1997)] [омонимия не снята]
